t,Date,Price,Summer_delta,Weekday,Hour,Available
0,2007-01-01 00:00:00,24.31,6,0,0,1
1,2007-01-01 01:00:00,24.31,6,0,1,1
2,2007-01-01 02:00:00,21.71,6,0,2,1
3,2007-01-01 03:00:00,8.42,6,0,3,1
4,2007-01-01 04:00:00,0.01,6,0,4,1
5,2007-01-01 05:00:00,0.01,6,0,5,1
6,2007-01-01 06:00:00,0.02,6,0,6,1
7,2007-01-01 07:00:00,0.01,6,0,7,1
8,2007-01-01 08:00:00,0.01,6,0,8,1
9,2007-01-01 09:00:00,6.31,6,0,9,1
10,2007-01-01 10:00:00,7.81,6,0,10,1
11,2007-01-01 11:00:00,9.31,6,0,11,1
12,2007-01-01 12:00:00,21.7,6,0,12,1
13,2007-01-01 13:00:00,14.01,6,0,13,1
14,2007-01-01 14:00:00,15.0,6,0,14,1
15,2007-01-01 15:00:00,10.0,6,0,15,1
16,2007-01-01 16:00:00,8.17,6,0,16,1
17,2007-01-01 17:00:00,27.77,6,0,17,1
18,2007-01-01 18:00:00,37.99,6,0,18,1
19,2007-01-01 19:00:00,33.11,6,0,19,1
20,2007-01-01 20:00:00,37.99,6,0,20,1
21,2007-01-01 21:00:00,33.0,6,0,21,1
22,2007-01-01 22:00:00,36.48,6,0,22,1
23,2007-01-01 23:00:00,30.65,6,0,23,1
24,2007-01-02 00:00:00,16.01,6,1,0,1
25,2007-01-02 01:00:00,11.0,6,1,1,1
26,2007-01-02 02:00:00,9.01,6,1,2,1
27,2007-01-02 03:00:00,7.5,6,1,3,1
28,2007-01-02 04:00:00,9.0,6,1,4,1
29,2007-01-02 05:00:00,7.45,6,1,5,1
30,2007-01-02 06:00:00,16.5,6,1,6,1
31,2007-01-02 07:00:00,28.01,6,1,7,1
32,2007-01-02 08:00:00,29.96,6,1,8,1
33,2007-01-02 09:00:00,39.6,6,1,9,1
34,2007-01-02 10:00:00,48.15,6,1,10,1
35,2007-01-02 11:00:00,49.93,6,1,11,1
36,2007-01-02 12:00:00,49.0,6,1,12,1
37,2007-01-02 13:00:00,46.01,6,1,13,1
38,2007-01-02 14:00:00,37.57,6,1,14,1
39,2007-01-02 15:00:00,36.45,6,1,15,1
40,2007-01-02 16:00:00,37.99,6,1,16,1
41,2007-01-02 17:00:00,53.0,6,1,17,1
42,2007-01-02 18:00:00,59.69,6,1,18,1
43,2007-01-02 19:00:00,50.09,6,1,19,1
44,2007-01-02 20:00:00,50.0,6,1,20,1
45,2007-01-02 21:00:00,36.22,6,1,21,1
46,2007-01-02 22:00:00,31.09,6,1,22,1
47,2007-01-02 23:00:00,29.84,6,1,23,1
48,2007-01-03 00:00:00,28.0,6,2,0,1
49,2007-01-03 01:00:00,24.5,6,2,1,1
50,2007-01-03 02:00:00,24.15,6,2,2,1
51,2007-01-03 03:00:00,18.99,6,2,3,1
52,2007-01-03 04:00:00,15.5,6,2,4,1
53,2007-01-03 05:00:00,23.11,6,2,5,1
54,2007-01-03 06:00:00,29.01,6,2,6,1
55,2007-01-03 07:00:00,39.73,6,2,7,1
56,2007-01-03 08:00:00,43.81,6,2,8,0
57,2007-01-03 09:00:00,49.09,6,2,9,0
58,2007-01-03 10:00:00,51.0,6,2,10,0
59,2007-01-03 11:00:00,53.04,6,2,11,0
60,2007-01-03 12:00:00,49.99,6,2,12,0
61,2007-01-03 13:00:00,47.0,6,2,13,0
62,2007-01-03 14:00:00,43.21,6,2,14,0
63,2007-01-03 15:00:00,43.99,6,2,15,0
64,2007-01-03 16:00:00,48.0,6,2,16,0
65,2007-01-03 17:00:00,57.0,6,2,17,0
66,2007-01-03 18:00:00,60.99,6,2,18,1
67,2007-01-03 19:00:00,55.51,6,2,19,1
68,2007-01-03 20:00:00,51.77,6,2,20,1
69,2007-01-03 21:00:00,34.51,6,2,21,1
70,2007-01-03 22:00:00,39.31,6,2,22,1
71,2007-01-03 23:00:00,38.05,6,2,23,1
72,2007-01-04 00:00:00,31.01,6,3,0,1
73,2007-01-04 01:00:00,28.69,6,3,1,1
74,2007-01-04 02:00:00,27.0,6,3,2,1
75,2007-01-04 03:00:00,24.2,6,3,3,1
76,2007-01-04 04:00:00,12.02,6,3,4,1
77,2007-01-04 05:00:00,27.0,6,3,5,1
78,2007-01-04 06:00:00,28.0,6,3,6,1
79,2007-01-04 07:00:00,34.85,6,3,7,1
80,2007-01-04 08:00:00,41.31,6,3,8,1
81,2007-01-04 09:00:00,42.03,6,3,9,1
82,2007-01-04 10:00:00,46.0,6,3,10,1
83,2007-01-04 11:00:00,45.96,6,3,11,1
84,2007-01-04 12:00:00,45.6,6,3,12,1
85,2007-01-04 13:00:00,42.35,6,3,13,1
86,2007-01-04 14:00:00,40.01,6,3,14,1
87,2007-01-04 15:00:00,38.0,6,3,15,1
88,2007-01-04 16:00:00,42.66,6,3,16,1
89,2007-01-04 17:00:00,53.0,6,3,17,1
90,2007-01-04 18:00:00,58.99,6,3,18,1
91,2007-01-04 19:00:00,53.5,6,3,19,1
92,2007-01-04 20:00:00,44.01,6,3,20,1
93,2007-01-04 21:00:00,35.0,6,3,21,1
94,2007-01-04 22:00:00,34.46,6,3,22,1
95,2007-01-04 23:00:00,31.57,6,3,23,1
96,2007-01-05 00:00:00,22.0,6,4,0,1
97,2007-01-05 01:00:00,19.5,6,4,1,1
98,2007-01-05 02:00:00,17.55,6,4,2,1
99,2007-01-05 03:00:00,15.91,6,4,3,1
100,2007-01-05 04:00:00,11.4,6,4,4,1
101,2007-01-05 05:00:00,22.65,6,4,5,1
102,2007-01-05 06:00:00,27.3,6,4,6,1
103,2007-01-05 07:00:00,34.0,6,4,7,1
104,2007-01-05 08:00:00,40.01,6,4,8,0
105,2007-01-05 09:00:00,45.0,6,4,9,0
106,2007-01-05 10:00:00,50.34,6,4,10,0
107,2007-01-05 11:00:00,49.84,6,4,11,0
108,2007-01-05 12:00:00,48.81,6,4,12,0
109,2007-01-05 13:00:00,47.94,6,4,13,0
110,2007-01-05 14:00:00,40.06,6,4,14,0
111,2007-01-05 15:00:00,38.0,6,4,15,0
112,2007-01-05 16:00:00,38.61,6,4,16,0
113,2007-01-05 17:00:00,49.84,6,4,17,0
114,2007-01-05 18:00:00,53.0,6,4,18,1
115,2007-01-05 19:00:00,45.91,6,4,19,1
116,2007-01-05 20:00:00,36.74,6,4,20,1
117,2007-01-05 21:00:00,29.61,6,4,21,1
118,2007-01-05 22:00:00,30.61,6,4,22,1
119,2007-01-05 23:00:00,27.51,6,4,23,1
120,2007-01-06 00:00:00,25.0,6,5,0,1
121,2007-01-06 01:00:00,22.99,6,5,1,1
122,2007-01-06 02:00:00,20.99,6,5,2,1
123,2007-01-06 03:00:00,18.0,6,5,3,1
124,2007-01-06 04:00:00,16.95,6,5,4,1
125,2007-01-06 05:00:00,20.01,6,5,5,1
126,2007-01-06 06:00:00,20.0,6,5,6,1
127,2007-01-06 07:00:00,25.57,6,5,7,1
128,2007-01-06 08:00:00,27.69,6,5,8,1
129,2007-01-06 09:00:00,29.61,6,5,9,1
130,2007-01-06 10:00:00,31.99,6,5,10,1
131,2007-01-06 11:00:00,33.07,6,5,11,1
132,2007-01-06 12:00:00,35.99,6,5,12,1
133,2007-01-06 13:00:00,33.11,6,5,13,1
134,2007-01-06 14:00:00,31.3,6,5,14,1
135,2007-01-06 15:00:00,29.29,6,5,15,1
136,2007-01-06 16:00:00,30.19,6,5,16,1
137,2007-01-06 17:00:00,42.05,6,5,17,1
138,2007-01-06 18:00:00,50.0,6,5,18,1
139,2007-01-06 19:00:00,48.3,6,5,19,1
140,2007-01-06 20:00:00,34.49,6,5,20,1
141,2007-01-06 21:00:00,28.99,6,5,21,1
142,2007-01-06 22:00:00,30.0,6,5,22,1
143,2007-01-06 23:00:00,26.75,6,5,23,1
144,2007-01-07 00:00:00,22.0,6,6,0,1
145,2007-01-07 01:00:00,18.29,6,6,1,1
146,2007-01-07 02:00:00,16.59,6,6,2,1
147,2007-01-07 03:00:00,9.17,6,6,3,1
148,2007-01-07 04:00:00,8.0,6,6,4,1
149,2007-01-07 05:00:00,8.19,6,6,5,1
150,2007-01-07 06:00:00,9.01,6,6,6,1
151,2007-01-07 07:00:00,9.06,6,6,7,1
152,2007-01-07 08:00:00,12.59,6,6,8,1
153,2007-01-07 09:00:00,16.1,6,6,9,1
154,2007-01-07 10:00:00,23.0,6,6,10,1
155,2007-01-07 11:00:00,28.27,6,6,11,1
156,2007-01-07 12:00:00,26.91,6,6,12,1
157,2007-01-07 13:00:00,23.99,6,6,13,1
158,2007-01-07 14:00:00,20.99,6,6,14,1
159,2007-01-07 15:00:00,22.59,6,6,15,1
160,2007-01-07 16:00:00,22.6,6,6,16,1
161,2007-01-07 17:00:00,33.49,6,6,17,1
162,2007-01-07 18:00:00,34.99,6,6,18,1
163,2007-01-07 19:00:00,35.99,6,6,19,1
164,2007-01-07 20:00:00,35.69,6,6,20,1
165,2007-01-07 21:00:00,29.39,6,6,21,1
166,2007-01-07 22:00:00,31.29,6,6,22,1
167,2007-01-07 23:00:00,23.0,6,6,23,1
168,2007-01-08 00:00:00,13.0,6,0,0,1
169,2007-01-08 01:00:00,13.0,6,0,1,1
170,2007-01-08 02:00:00,10.0,6,0,2,1
171,2007-01-08 03:00:00,3.4,6,0,3,1
172,2007-01-08 04:00:00,10.0,6,0,4,1
173,2007-01-08 05:00:00,13.0,6,0,5,1
174,2007-01-08 06:00:00,24.01,6,0,6,1
175,2007-01-08 07:00:00,43.9,6,0,7,1
176,2007-01-08 08:00:00,45.7,6,0,8,1
177,2007-01-08 09:00:00,43.0,6,0,9,1
178,2007-01-08 10:00:00,43.0,6,0,10,1
179,2007-01-08 11:00:00,46.0,6,0,11,1
180,2007-01-08 12:00:00,46.01,6,0,12,1
181,2007-01-08 13:00:00,46.01,6,0,13,1
182,2007-01-08 14:00:00,40.07,6,0,14,1
183,2007-01-08 15:00:00,38.97,6,0,15,1
184,2007-01-08 16:00:00,46.01,6,0,16,1
185,2007-01-08 17:00:00,52.01,6,0,17,1
186,2007-01-08 18:00:00,54.0,6,0,18,1
187,2007-01-08 19:00:00,50.17,6,0,19,1
188,2007-01-08 20:00:00,45.0,6,0,20,1
189,2007-01-08 21:00:00,30.56,6,0,21,1
190,2007-01-08 22:00:00,30.01,6,0,22,1
191,2007-01-08 23:00:00,28.01,6,0,23,1
192,2007-01-09 00:00:00,18.51,6,1,0,1
193,2007-01-09 01:00:00,16.81,6,1,1,1
194,2007-01-09 02:00:00,13.01,6,1,2,1
195,2007-01-09 03:00:00,10.01,6,1,3,1
196,2007-01-09 04:00:00,8.17,6,1,4,1
197,2007-01-09 05:00:00,16.0,6,1,5,1
198,2007-01-09 06:00:00,26.0,6,1,6,1
199,2007-01-09 07:00:00,36.54,6,1,7,1
200,2007-01-09 08:00:00,40.0,6,1,8,1
201,2007-01-09 09:00:00,39.33,6,1,9,1
202,2007-01-09 10:00:00,40.69,6,1,10,1
203,2007-01-09 11:00:00,42.0,6,1,11,1
204,2007-01-09 12:00:00,39.28,6,1,12,1
205,2007-01-09 13:00:00,37.86,6,1,13,1
206,2007-01-09 14:00:00,36.0,6,1,14,1
207,2007-01-09 15:00:00,32.31,6,1,15,1
208,2007-01-09 16:00:00,38.76,6,1,16,1
209,2007-01-09 17:00:00,47.82,6,1,17,1
210,2007-01-09 18:00:00,54.14,6,1,18,1
211,2007-01-09 19:00:00,48.1,6,1,19,1
212,2007-01-09 20:00:00,44.95,6,1,20,1
213,2007-01-09 21:00:00,30.0,6,1,21,1
214,2007-01-09 22:00:00,27.5,6,1,22,1
215,2007-01-09 23:00:00,23.13,6,1,23,1
216,2007-01-10 00:00:00,12.43,6,2,0,1
217,2007-01-10 01:00:00,15.09,6,2,1,1
218,2007-01-10 02:00:00,13.04,6,2,2,1
219,2007-01-10 03:00:00,12.01,6,2,3,1
220,2007-01-10 04:00:00,11.26,6,2,4,1
221,2007-01-10 05:00:00,16.0,6,2,5,1
222,2007-01-10 06:00:00,21.01,6,2,6,1
223,2007-01-10 07:00:00,36.0,6,2,7,1
224,2007-01-10 08:00:00,35.87,6,2,8,0
225,2007-01-10 09:00:00,37.21,6,2,9,0
226,2007-01-10 10:00:00,37.1,6,2,10,0
227,2007-01-10 11:00:00,37.05,6,2,11,0
228,2007-01-10 12:00:00,37.48,6,2,12,0
229,2007-01-10 13:00:00,36.11,6,2,13,0
230,2007-01-10 14:00:00,36.01,6,2,14,0
231,2007-01-10 15:00:00,34.21,6,2,15,0
232,2007-01-10 16:00:00,38.06,6,2,16,0
233,2007-01-10 17:00:00,46.0,6,2,17,0
234,2007-01-10 18:00:00,50.0,6,2,18,1
235,2007-01-10 19:00:00,42.54,6,2,19,1
236,2007-01-10 20:00:00,38.07,6,2,20,1
237,2007-01-10 21:00:00,30.5,6,2,21,1
238,2007-01-10 22:00:00,28.0,6,2,22,1
239,2007-01-10 23:00:00,27.18,6,2,23,1
240,2007-01-11 00:00:00,15.4,6,3,0,1
241,2007-01-11 01:00:00,16.71,6,3,1,1
242,2007-01-11 02:00:00,14.8,6,3,2,1
243,2007-01-11 03:00:00,9.5,6,3,3,1
244,2007-01-11 04:00:00,8.18,6,3,4,1
245,2007-01-11 05:00:00,15.5,6,3,5,1
246,2007-01-11 06:00:00,22.91,6,3,6,1
247,2007-01-11 07:00:00,35.99,6,3,7,1
248,2007-01-11 08:00:00,39.93,6,3,8,1
249,2007-01-11 09:00:00,39.44,6,3,9,1
250,2007-01-11 10:00:00,38.0,6,3,10,1
251,2007-01-11 11:00:00,38.0,6,3,11,1
252,2007-01-11 12:00:00,37.05,6,3,12,1
253,2007-01-11 13:00:00,35.69,6,3,13,1
254,2007-01-11 14:00:00,35.59,6,3,14,1
255,2007-01-11 15:00:00,33.1,6,3,15,1
256,2007-01-11 16:00:00,37.62,6,3,16,1
257,2007-01-11 17:00:00,45.48,6,3,17,1
258,2007-01-11 18:00:00,49.43,6,3,18,1
259,2007-01-11 19:00:00,42.06,6,3,19,1
260,2007-01-11 20:00:00,37.64,6,3,20,1
261,2007-01-11 21:00:00,29.71,6,3,21,1
262,2007-01-11 22:00:00,25.93,6,3,22,1
263,2007-01-11 23:00:00,23.17,6,3,23,1
264,2007-01-12 00:00:00,14.59,6,4,0,1
265,2007-01-12 01:00:00,17.99,6,4,1,1
266,2007-01-12 02:00:00,15.0,6,4,2,1
267,2007-01-12 03:00:00,12.01,6,4,3,1
268,2007-01-12 04:00:00,9.07,6,4,4,1
269,2007-01-12 05:00:00,18.8,6,4,5,1
270,2007-01-12 06:00:00,23.0,6,4,6,1
271,2007-01-12 07:00:00,33.0,6,4,7,1
272,2007-01-12 08:00:00,36.2,6,4,8,0
273,2007-01-12 09:00:00,34.5,6,4,9,0
274,2007-01-12 10:00:00,34.99,6,4,10,0
275,2007-01-12 11:00:00,34.8,6,4,11,0
276,2007-01-12 12:00:00,34.0,6,4,12,0
277,2007-01-12 13:00:00,34.49,6,4,13,0
278,2007-01-12 14:00:00,31.99,6,4,14,0
279,2007-01-12 15:00:00,29.9,6,4,15,0
280,2007-01-12 16:00:00,29.5,6,4,16,0
281,2007-01-12 17:00:00,35.3,6,4,17,0
282,2007-01-12 18:00:00,38.0,6,4,18,1
283,2007-01-12 19:00:00,38.5,6,4,19,1
284,2007-01-12 20:00:00,32.0,6,4,20,1
285,2007-01-12 21:00:00,24.99,6,4,21,1
286,2007-01-12 22:00:00,26.99,6,4,22,1
287,2007-01-12 23:00:00,23.43,6,4,23,1
288,2007-01-13 00:00:00,23.0,6,5,0,1
289,2007-01-13 01:00:00,21.0,6,5,1,1
290,2007-01-13 02:00:00,16.0,6,5,2,1
291,2007-01-13 03:00:00,11.6,6,5,3,1
292,2007-01-13 04:00:00,1.04,6,5,4,1
293,2007-01-13 05:00:00,10.01,6,5,5,1
294,2007-01-13 06:00:00,13.0,6,5,6,1
295,2007-01-13 07:00:00,16.01,6,5,7,1
296,2007-01-13 08:00:00,24.41,6,5,8,1
297,2007-01-13 09:00:00,32.0,6,5,9,1
298,2007-01-13 10:00:00,31.99,6,5,10,1
299,2007-01-13 11:00:00,31.99,6,5,11,1
300,2007-01-13 12:00:00,35.0,6,5,12,1
301,2007-01-13 13:00:00,32.99,6,5,13,1
302,2007-01-13 14:00:00,24.22,6,5,14,1
303,2007-01-13 15:00:00,24.42,6,5,15,1
304,2007-01-13 16:00:00,23.77,6,5,16,1
305,2007-01-13 17:00:00,31.99,6,5,17,1
306,2007-01-13 18:00:00,36.99,6,5,18,1
307,2007-01-13 19:00:00,36.66,6,5,19,1
308,2007-01-13 20:00:00,29.56,6,5,20,1
309,2007-01-13 21:00:00,22.01,6,5,21,1
310,2007-01-13 22:00:00,24.01,6,5,22,1
311,2007-01-13 23:00:00,23.7,6,5,23,1
312,2007-01-14 00:00:00,16.0,6,6,0,1
313,2007-01-14 01:00:00,15.01,6,6,1,1
314,2007-01-14 02:00:00,13.01,6,6,2,1
315,2007-01-14 03:00:00,0.01,6,6,3,1
316,2007-01-14 04:00:00,11.01,6,6,4,1
317,2007-01-14 05:00:00,11.01,6,6,5,1
318,2007-01-14 06:00:00,9.01,6,6,6,1
319,2007-01-14 07:00:00,12.01,6,6,7,1
320,2007-01-14 08:00:00,10.61,6,6,8,0
321,2007-01-14 09:00:00,19.91,6,6,9,0
322,2007-01-14 10:00:00,27.99,6,6,10,0
323,2007-01-14 11:00:00,28.99,6,6,11,0
324,2007-01-14 12:00:00,31.0,6,6,12,0
325,2007-01-14 13:00:00,26.0,6,6,13,0
326,2007-01-14 14:00:00,22.66,6,6,14,0
327,2007-01-14 15:00:00,12.28,6,6,15,0
328,2007-01-14 16:00:00,17.91,6,6,16,0
329,2007-01-14 17:00:00,27.0,6,6,17,0
330,2007-01-14 18:00:00,35.0,6,6,18,1
331,2007-01-14 19:00:00,37.0,6,6,19,1
332,2007-01-14 20:00:00,35.0,6,6,20,1
333,2007-01-14 21:00:00,29.0,6,6,21,1
334,2007-01-14 22:00:00,31.0,6,6,22,1
335,2007-01-14 23:00:00,24.0,6,6,23,1
336,2007-01-15 00:00:00,23.07,6,0,0,1
337,2007-01-15 01:00:00,22.42,6,0,1,1
338,2007-01-15 02:00:00,21.84,6,0,2,1
339,2007-01-15 03:00:00,17.4,6,0,3,1
340,2007-01-15 04:00:00,21.0,6,0,4,1
341,2007-01-15 05:00:00,24.0,6,0,5,1
342,2007-01-15 06:00:00,27.0,6,0,6,1
343,2007-01-15 07:00:00,43.99,6,0,7,1
344,2007-01-15 08:00:00,39.9,6,0,8,1
345,2007-01-15 09:00:00,44.29,6,0,9,1
346,2007-01-15 10:00:00,43.59,6,0,10,1
347,2007-01-15 11:00:00,44.19,6,0,11,1
348,2007-01-15 12:00:00,39.99,6,0,12,1
349,2007-01-15 13:00:00,39.99,6,0,13,1
350,2007-01-15 14:00:00,37.0,6,0,14,1
351,2007-01-15 15:00:00,33.57,6,0,15,1
352,2007-01-15 16:00:00,39.89,6,0,16,1
353,2007-01-15 17:00:00,49.0,6,0,17,1
354,2007-01-15 18:00:00,62.46,6,0,18,1
355,2007-01-15 19:00:00,47.5,6,0,19,1
356,2007-01-15 20:00:00,40.6,6,0,20,1
357,2007-01-15 21:00:00,28.0,6,0,21,1
358,2007-01-15 22:00:00,27.01,6,0,22,1
359,2007-01-15 23:00:00,25.67,6,0,23,1
360,2007-01-16 00:00:00,26.28,6,1,0,1
361,2007-01-16 01:00:00,22.0,6,1,1,1
362,2007-01-16 02:00:00,20.51,6,1,2,1
363,2007-01-16 03:00:00,20.0,6,1,3,1
364,2007-01-16 04:00:00,17.1,6,1,4,1
365,2007-01-16 05:00:00,24.81,6,1,5,1
366,2007-01-16 06:00:00,28.06,6,1,6,1
367,2007-01-16 07:00:00,45.0,6,1,7,1
368,2007-01-16 08:00:00,48.0,6,1,8,1
369,2007-01-16 09:00:00,46.4,6,1,9,1
370,2007-01-16 10:00:00,47.3,6,1,10,1
371,2007-01-16 11:00:00,48.11,6,1,11,1
372,2007-01-16 12:00:00,47.54,6,1,12,1
373,2007-01-16 13:00:00,45.2,6,1,13,1
374,2007-01-16 14:00:00,43.64,6,1,14,1
375,2007-01-16 15:00:00,41.84,6,1,15,1
376,2007-01-16 16:00:00,45.59,6,1,16,1
377,2007-01-16 17:00:00,55.1,6,1,17,1
378,2007-01-16 18:00:00,62.62,6,1,18,1
379,2007-01-16 19:00:00,52.99,6,1,19,1
380,2007-01-16 20:00:00,43.0,6,1,20,1
381,2007-01-16 21:00:00,32.25,6,1,21,1
382,2007-01-16 22:00:00,30.23,6,1,22,1
383,2007-01-16 23:00:00,25.45,6,1,23,1
384,2007-01-17 00:00:00,20.0,6,2,0,1
385,2007-01-17 01:00:00,19.0,6,2,1,1
386,2007-01-17 02:00:00,18.0,6,2,2,1
387,2007-01-17 03:00:00,13.68,6,2,3,1
388,2007-01-17 04:00:00,11.01,6,2,4,1
389,2007-01-17 05:00:00,16.01,6,2,5,1
390,2007-01-17 06:00:00,22.01,6,2,6,1
391,2007-01-17 07:00:00,35.99,6,2,7,1
392,2007-01-17 08:00:00,39.96,6,2,8,0
393,2007-01-17 09:00:00,35.99,6,2,9,0
394,2007-01-17 10:00:00,34.98,6,2,10,0
395,2007-01-17 11:00:00,41.63,6,2,11,0
396,2007-01-17 12:00:00,35.14,6,2,12,0
397,2007-01-17 13:00:00,35.0,6,2,13,0
398,2007-01-17 14:00:00,32.0,6,2,14,0
399,2007-01-17 15:00:00,30.0,6,2,15,0
400,2007-01-17 16:00:00,34.96,6,2,16,0
401,2007-01-17 17:00:00,75.0,6,2,17,0
402,2007-01-17 18:00:00,60.0,6,2,18,1
403,2007-01-17 19:00:00,39.9,6,2,19,1
404,2007-01-17 20:00:00,31.99,6,2,20,1
405,2007-01-17 21:00:00,27.99,6,2,21,1
406,2007-01-17 22:00:00,26.0,6,2,22,1
407,2007-01-17 23:00:00,22.01,6,2,23,1
408,2007-01-18 00:00:00,21.14,6,3,0,1
409,2007-01-18 01:00:00,18.0,6,3,1,1
410,2007-01-18 02:00:00,15.06,6,3,2,1
411,2007-01-18 03:00:00,14.25,6,3,3,1
412,2007-01-18 04:00:00,12.51,6,3,4,1
413,2007-01-18 05:00:00,22.5,6,3,5,1
414,2007-01-18 06:00:00,25.5,6,3,6,1
415,2007-01-18 07:00:00,35.99,6,3,7,1
416,2007-01-18 08:00:00,39.96,6,3,8,0
417,2007-01-18 09:00:00,60.0,6,3,9,0
418,2007-01-18 10:00:00,80.0,6,3,10,0
419,2007-01-18 11:00:00,124.0,6,3,11,0
420,2007-01-18 12:00:00,49.99,6,3,12,0
421,2007-01-18 13:00:00,75.0,6,3,13,0
422,2007-01-18 14:00:00,60.0,6,3,14,0
423,2007-01-18 15:00:00,43.01,6,3,15,0
424,2007-01-18 16:00:00,50.06,6,3,16,0
425,2007-01-18 17:00:00,129.44,6,3,17,0
426,2007-01-18 18:00:00,49.99,6,3,18,1
427,2007-01-18 19:00:00,35.99,6,3,19,1
428,2007-01-18 20:00:00,32.99,6,3,20,1
429,2007-01-18 21:00:00,25.49,6,3,21,1
430,2007-01-18 22:00:00,24.01,6,3,22,1
431,2007-01-18 23:00:00,19.0,6,3,23,1
432,2007-01-19 00:00:00,15.21,6,4,0,1
433,2007-01-19 01:00:00,12.15,6,4,1,1
434,2007-01-19 02:00:00,12.01,6,4,2,1
435,2007-01-19 03:00:00,10.31,6,4,3,1
436,2007-01-19 04:00:00,9.72,6,4,4,1
437,2007-01-19 05:00:00,17.49,6,4,5,1
438,2007-01-19 06:00:00,29.29,6,4,6,1
439,2007-01-19 07:00:00,40.0,6,4,7,1
440,2007-01-19 08:00:00,36.0,6,4,8,1
441,2007-01-19 09:00:00,34.8,6,4,9,1
442,2007-01-19 10:00:00,34.8,6,4,10,1
443,2007-01-19 11:00:00,34.8,6,4,11,1
444,2007-01-19 12:00:00,34.69,6,4,12,1
445,2007-01-19 13:00:00,32.19,6,4,13,1
446,2007-01-19 14:00:00,29.99,6,4,14,1
447,2007-01-19 15:00:00,28.0,6,4,15,1
448,2007-01-19 16:00:00,32.02,6,4,16,1
449,2007-01-19 17:00:00,46.0,6,4,17,1
450,2007-01-19 18:00:00,46.79,6,4,18,1
451,2007-01-19 19:00:00,32.3,6,4,19,1
452,2007-01-19 20:00:00,29.0,6,4,20,1
453,2007-01-19 21:00:00,22.0,6,4,21,1
454,2007-01-19 22:00:00,21.25,6,4,22,1
455,2007-01-19 23:00:00,16.3,6,4,23,1
456,2007-01-20 00:00:00,14.0,6,5,0,1
457,2007-01-20 01:00:00,13.11,6,5,1,1
458,2007-01-20 02:00:00,12.01,6,5,2,1
459,2007-01-20 03:00:00,11.01,6,5,3,1
460,2007-01-20 04:00:00,8.0,6,5,4,1
461,2007-01-20 05:00:00,11.8,6,5,5,1
462,2007-01-20 06:00:00,10.01,6,5,6,1
463,2007-01-20 07:00:00,15.59,6,5,7,1
464,2007-01-20 08:00:00,24.59,6,5,8,1
465,2007-01-20 09:00:00,27.39,6,5,9,1
466,2007-01-20 10:00:00,31.49,6,5,10,1
467,2007-01-20 11:00:00,32.39,6,5,11,1
468,2007-01-20 12:00:00,33.09,6,5,12,1
469,2007-01-20 13:00:00,31.29,6,5,13,1
470,2007-01-20 14:00:00,28.0,6,5,14,1
471,2007-01-20 15:00:00,24.19,6,5,15,1
472,2007-01-20 16:00:00,9.17,6,5,16,1
473,2007-01-20 17:00:00,32.39,6,5,17,1
474,2007-01-20 18:00:00,35.79,6,5,18,1
475,2007-01-20 19:00:00,34.39,6,5,19,1
476,2007-01-20 20:00:00,32.69,6,5,20,1
477,2007-01-20 21:00:00,25.99,6,5,21,1
478,2007-01-20 22:00:00,25.0,6,5,22,1
479,2007-01-20 23:00:00,19.0,6,5,23,1
480,2007-01-21 00:00:00,8.01,6,6,0,1
481,2007-01-21 01:00:00,8.31,6,6,1,1
482,2007-01-21 02:00:00,7.21,6,6,2,1
483,2007-01-21 03:00:00,0.01,6,6,3,1
484,2007-01-21 04:00:00,5.11,6,6,4,1
485,2007-01-21 05:00:00,8.31,6,6,5,1
486,2007-01-21 06:00:00,2.01,6,6,6,1
487,2007-01-21 07:00:00,5.31,6,6,7,1
488,2007-01-21 08:00:00,7.31,6,6,8,1
489,2007-01-21 09:00:00,8.68,6,6,9,1
490,2007-01-21 10:00:00,9.31,6,6,10,1
491,2007-01-21 11:00:00,20.09,6,6,11,1
492,2007-01-21 12:00:00,21.79,6,6,12,1
493,2007-01-21 13:00:00,18.89,6,6,13,1
494,2007-01-21 14:00:00,9.18,6,6,14,1
495,2007-01-21 15:00:00,9.17,6,6,15,1
496,2007-01-21 16:00:00,8.31,6,6,16,1
497,2007-01-21 17:00:00,24.99,6,6,17,1
498,2007-01-21 18:00:00,26.01,6,6,18,1
499,2007-01-21 19:00:00,29.0,6,6,19,1
500,2007-01-21 20:00:00,27.99,6,6,20,1
501,2007-01-21 21:00:00,26.0,6,6,21,1
502,2007-01-21 22:00:00,23.3,6,6,22,1
503,2007-01-21 23:00:00,18.89,6,6,23,1
504,2007-01-22 00:00:00,16.69,6,0,0,1
505,2007-01-22 01:00:00,16.09,6,0,1,1
506,2007-01-22 02:00:00,16.59,6,0,2,1
507,2007-01-22 03:00:00,9.18,6,0,3,1
508,2007-01-22 04:00:00,10.81,6,0,4,1
509,2007-01-22 05:00:00,20.74,6,0,5,1
510,2007-01-22 06:00:00,24.6,6,0,6,1
511,2007-01-22 07:00:00,56.45,6,0,7,1
512,2007-01-22 08:00:00,51.0,6,0,8,0
513,2007-01-22 09:00:00,52.7,6,0,9,0
514,2007-01-22 10:00:00,53.0,6,0,10,0
515,2007-01-22 11:00:00,50.5,6,0,11,0
516,2007-01-22 12:00:00,49.93,6,0,12,0
