t,Date,Price,Summer_delta,Weekday,Hour,Available
1808,2007-03-17 08:00:00,22.97,4,5,8,0
1809,2007-03-17 09:00:00,25.92,4,5,9,0
1810,2007-03-17 10:00:00,27.5,4,5,10,0
1811,2007-03-17 11:00:00,28.9,4,5,11,0
1812,2007-03-17 12:00:00,28.95,4,5,12,0
1813,2007-03-17 13:00:00,26.91,4,5,13,0
1814,2007-03-17 14:00:00,24.0,4,5,14,0
1815,2007-03-17 15:00:00,20.92,4,5,15,0
1816,2007-03-17 16:00:00,18.9,4,5,16,0
1817,2007-03-17 17:00:00,20.93,4,5,17,0
1818,2007-03-17 18:00:00,25.9,4,5,18,1
1819,2007-03-17 19:00:00,29.1,4,5,19,1
1820,2007-03-17 20:00:00,29.94,4,5,20,1
1821,2007-03-17 21:00:00,24.96,4,5,21,1
1822,2007-03-17 22:00:00,26.09,4,5,22,1
1823,2007-03-17 23:00:00,24.03,4,5,23,1
1824,2007-03-18 00:00:00,24.92,4,6,0,1
1825,2007-03-18 01:00:00,20.66,4,6,1,1
1826,2007-03-18 02:00:00,20.06,4,6,2,1
1827,2007-03-18 03:00:00,11.1,4,6,3,1
1828,2007-03-18 04:00:00,7.08,4,6,4,1
1829,2007-03-18 05:00:00,12.08,4,6,5,1
1830,2007-03-18 06:00:00,6.0,4,6,6,1
1831,2007-03-18 07:00:00,1.29,4,6,7,1
1832,2007-03-18 08:00:00,15.03,4,6,8,1
1833,2007-03-18 09:00:00,20.96,4,6,9,1
1834,2007-03-18 10:00:00,23.97,4,6,10,1
1835,2007-03-18 11:00:00,25.05,4,6,11,1
1836,2007-03-18 12:00:00,26.69,4,6,12,1
1837,2007-03-18 13:00:00,24.97,4,6,13,1
1838,2007-03-18 14:00:00,20.39,4,6,14,1
1839,2007-03-18 15:00:00,18.06,4,6,15,1
1840,2007-03-18 16:00:00,18.11,4,6,16,1
1841,2007-03-18 17:00:00,19.02,4,6,17,1
1842,2007-03-18 18:00:00,30.13,4,6,18,1
1843,2007-03-18 19:00:00,38.92,4,6,19,1
1844,2007-03-18 20:00:00,38.45,4,6,20,1
1845,2007-03-18 21:00:00,33.94,4,6,21,1
1846,2007-03-18 22:00:00,30.26,4,6,22,1
1847,2007-03-18 23:00:00,27.9,4,6,23,1
1848,2007-03-19 00:00:00,22.66,4,0,0,1
1849,2007-03-19 01:00:00,25.14,4,0,1,1
1850,2007-03-19 02:00:00,21.54,4,0,2,1
1851,2007-03-19 03:00:00,13.45,4,0,3,1
1852,2007-03-19 04:00:00,9.91,4,0,4,1
1853,2007-03-19 05:00:00,21.95,4,0,5,1
1854,2007-03-19 06:00:00,28.6,4,0,6,1
1855,2007-03-19 07:00:00,34.01,4,0,7,1
1856,2007-03-19 08:00:00,32.58,4,0,8,1
1857,2007-03-19 09:00:00,32.9,4,0,9,1
1858,2007-03-19 10:00:00,33.11,4,0,10,1
1859,2007-03-19 11:00:00,32.97,4,0,11,1
1860,2007-03-19 12:00:00,33.0,4,0,12,1
1861,2007-03-19 13:00:00,33.2,4,0,13,1
1862,2007-03-19 14:00:00,33.59,4,0,14,1
1863,2007-03-19 15:00:00,32.98,4,0,15,1
1864,2007-03-19 16:00:00,30.97,4,0,16,1
1865,2007-03-19 17:00:00,30.96,4,0,17,1
1866,2007-03-19 18:00:00,35.96,4,0,18,1
1867,2007-03-19 19:00:00,49.68,4,0,19,1
1868,2007-03-19 20:00:00,39.93,4,0,20,1
1869,2007-03-19 21:00:00,34.5,4,0,21,1
1870,2007-03-19 22:00:00,32.83,4,0,22,1
1871,2007-03-19 23:00:00,28.14,4,0,23,1
1872,2007-03-20 00:00:00,23.19,4,1,0,1
1873,2007-03-20 01:00:00,24.28,4,1,1,1
1874,2007-03-20 02:00:00,23.0,4,1,2,1
1875,2007-03-20 03:00:00,20.73,4,1,3,1
1876,2007-03-20 04:00:00,19.0,4,1,4,1
1877,2007-03-20 05:00:00,23.01,4,1,5,1
1878,2007-03-20 06:00:00,28.07,4,1,6,1
1879,2007-03-20 07:00:00,34.69,4,1,7,1
1880,2007-03-20 08:00:00,33.98,4,1,8,1
1881,2007-03-20 09:00:00,34.6,4,1,9,1
1882,2007-03-20 10:00:00,34.92,4,1,10,1
1883,2007-03-20 11:00:00,35.91,4,1,11,1
1884,2007-03-20 12:00:00,34.99,4,1,12,1
1885,2007-03-20 13:00:00,34.95,4,1,13,1
1886,2007-03-20 14:00:00,33.94,4,1,14,1
1887,2007-03-20 15:00:00,32.33,4,1,15,1
1888,2007-03-20 16:00:00,32.98,4,1,16,1
1889,2007-03-20 17:00:00,31.99,4,1,17,1
1890,2007-03-20 18:00:00,40.0,4,1,18,1
1891,2007-03-20 19:00:00,52.81,4,1,19,1
1892,2007-03-20 20:00:00,40.62,4,1,20,1
1893,2007-03-20 21:00:00,31.4,4,1,21,1
1894,2007-03-20 22:00:00,30.23,4,1,22,1
1895,2007-03-20 23:00:00,27.93,4,1,23,1
1896,2007-03-21 00:00:00,24.0,4,2,0,1
1897,2007-03-21 01:00:00,21.39,4,2,1,1
1898,2007-03-21 02:00:00,21.05,4,2,2,1
1899,2007-03-21 03:00:00,21.0,4,2,3,1
1900,2007-03-21 04:00:00,21.77,4,2,4,1
1901,2007-03-21 05:00:00,24.08,4,2,5,1
1902,2007-03-21 06:00:00,26.82,4,2,6,1
1903,2007-03-21 07:00:00,30.1,4,2,7,1
1904,2007-03-21 08:00:00,34.01,4,2,8,0
1905,2007-03-21 09:00:00,35.04,4,2,9,0
1906,2007-03-21 10:00:00,34.88,4,2,10,0
1907,2007-03-21 11:00:00,34.67,4,2,11,0
1908,2007-03-21 12:00:00,34.3,4,2,12,0
1909,2007-03-21 13:00:00,34.88,4,2,13,0
1910,2007-03-21 14:00:00,33.1,4,2,14,0
1911,2007-03-21 15:00:00,31.99,4,2,15,0
1912,2007-03-21 16:00:00,32.1,4,2,16,0
1913,2007-03-21 17:00:00,30.55,4,2,17,0
1914,2007-03-21 18:00:00,35.06,4,2,18,1
1915,2007-03-21 19:00:00,50.18,4,2,19,1
1916,2007-03-21 20:00:00,39.98,4,2,20,1
1917,2007-03-21 21:00:00,30.88,4,2,21,1
1918,2007-03-21 22:00:00,37.04,4,2,22,1
1919,2007-03-21 23:00:00,33.92,4,2,23,1
1920,2007-03-22 00:00:00,24.08,4,3,0,1
1921,2007-03-22 01:00:00,21.55,4,3,1,1
1922,2007-03-22 02:00:00,19.83,4,3,2,1
1923,2007-03-22 03:00:00,20.42,4,3,3,1
1924,2007-03-22 04:00:00,20.92,4,3,4,1
1925,2007-03-22 05:00:00,23.5,4,3,5,1
1926,2007-03-22 06:00:00,27.37,4,3,6,1
1927,2007-03-22 07:00:00,30.61,4,3,7,1
1928,2007-03-22 08:00:00,36.47,4,3,8,0
1929,2007-03-22 09:00:00,36.91,4,3,9,0
1930,2007-03-22 10:00:00,36.01,4,3,10,0
1931,2007-03-22 11:00:00,36.99,4,3,11,0
1932,2007-03-22 12:00:00,35.02,4,3,12,0
1933,2007-03-22 13:00:00,35.0,4,3,13,0
1934,2007-03-22 14:00:00,33.0,4,3,14,0
1935,2007-03-22 15:00:00,31.08,4,3,15,0
1936,2007-03-22 16:00:00,31.02,4,3,16,0
1937,2007-03-22 17:00:00,30.19,4,3,17,0
1938,2007-03-22 18:00:00,36.09,4,3,18,1
1939,2007-03-22 19:00:00,54.6,4,3,19,1
1940,2007-03-22 20:00:00,40.0,4,3,20,1
1941,2007-03-22 21:00:00,31.93,4,3,21,1
1942,2007-03-22 22:00:00,30.1,4,3,22,1
1943,2007-03-22 23:00:00,29.96,4,3,23,1
1944,2007-03-23 00:00:00,26.0,4,4,0,1
1945,2007-03-23 01:00:00,22.29,4,4,1,1
1946,2007-03-23 02:00:00,22.14,4,4,2,1
1947,2007-03-23 03:00:00,22.44,4,4,3,1
1948,2007-03-23 04:00:00,22.39,4,4,4,1
1949,2007-03-23 05:00:00,24.52,4,4,5,1
1950,2007-03-23 06:00:00,30.01,4,4,6,1
1951,2007-03-23 07:00:00,31.69,4,4,7,1
1952,2007-03-23 08:00:00,36.7,4,4,8,1
1953,2007-03-23 09:00:00,39.96,4,4,9,1
1954,2007-03-23 10:00:00,40.7,4,4,10,1
1955,2007-03-23 11:00:00,42.0,4,4,11,1
1956,2007-03-23 12:00:00,40.05,4,4,12,1
1957,2007-03-23 13:00:00,35.94,4,4,13,1
1958,2007-03-23 14:00:00,32.13,4,4,14,1
1959,2007-03-23 15:00:00,30.01,4,4,15,1
1960,2007-03-23 16:00:00,28.07,4,4,16,1
1961,2007-03-23 17:00:00,28.04,4,4,17,1
1962,2007-03-23 18:00:00,32.0,4,4,18,1
1963,2007-03-23 19:00:00,41.0,4,4,19,1
1964,2007-03-23 20:00:00,37.06,4,4,20,1
1965,2007-03-23 21:00:00,30.0,4,4,21,1
1966,2007-03-23 22:00:00,30.34,4,4,22,1
1967,2007-03-23 23:00:00,30.6,4,4,23,1
1968,2007-03-24 00:00:00,28.8,4,5,0,1
1969,2007-03-24 01:00:00,23.56,4,5,1,1
1970,2007-03-24 02:00:00,21.62,4,5,2,1
1971,2007-03-24 03:00:00,21.0,4,5,3,1
1972,2007-03-24 04:00:00,20.3,4,5,4,1
1973,2007-03-24 05:00:00,20.43,4,5,5,1
1974,2007-03-24 06:00:00,18.4,4,5,6,1
1975,2007-03-24 07:00:00,20.57,4,5,7,1
1976,2007-03-24 08:00:00,29.97,4,5,8,0
1977,2007-03-24 09:00:00,33.97,4,5,9,0
1978,2007-03-24 10:00:00,37.98,4,5,10,0
1979,2007-03-24 11:00:00,37.91,4,5,11,0
1980,2007-03-24 12:00:00,36.93,4,5,12,0
1981,2007-03-24 13:00:00,32.98,4,5,13,0
1982,2007-03-24 14:00:00,32.79,4,5,14,0
1983,2007-03-24 15:00:00,28.99,4,5,15,0
1984,2007-03-24 16:00:00,28.95,4,5,16,0
1985,2007-03-24 17:00:00,28.0,4,5,17,0
1986,2007-03-24 18:00:00,31.0,4,5,18,1
1987,2007-03-24 19:00:00,40.01,4,5,19,1
1988,2007-03-24 20:00:00,40.0,4,5,20,1
1989,2007-03-24 21:00:00,33.11,4,5,21,1
1990,2007-03-24 22:00:00,38.0,4,5,22,1
1991,2007-03-24 23:00:00,34.9,4,5,23,1
1992,2007-03-25 00:00:00,26.92,4,6,0,1
1993,2007-03-25 01:00:00,23.66,4,6,1,1
1994,2007-03-25 02:00:00,25.95,4,6,2,1
1995,2007-03-25 03:00:00,22.03,4,6,3,1
1996,2007-03-25 04:00:00,20.56,4,6,4,1
1997,2007-03-25 05:00:00,24.96,4,6,5,1
1998,2007-03-25 06:00:00,15.08,4,6,6,1
1999,2007-03-25 07:00:00,19.91,4,6,7,1
2000,2007-03-25 08:00:00,22.98,4,6,8,1
2001,2007-03-25 09:00:00,27.9,4,6,9,1
2002,2007-03-25 10:00:00,26.53,4,6,10,1
2003,2007-03-25 11:00:00,28.99,4,6,11,1
2004,2007-03-25 12:00:00,23.33,4,6,12,1
2005,2007-03-25 13:00:00,21.75,4,6,13,1
2006,2007-03-25 14:00:00,18.0,4,6,14,1
2007,2007-03-25 15:00:00,18.07,4,6,15,1
2008,2007-03-25 16:00:00,9.18,4,6,16,1
2009,2007-03-25 17:00:00,20.96,4,6,17,1
2010,2007-03-25 18:00:00,26.91,4,6,18,1
2011,2007-03-25 19:00:00,29.9,4,6,19,1
2012,2007-03-25 20:00:00,28.96,4,6,20,1
2013,2007-03-25 21:00:00,29.92,4,6,21,1
2014,2007-03-25 22:00:00,26.95,4,6,22,1
2015,2007-03-25 23:00:00,25.0,4,6,23,1
2016,2007-03-26 00:00:00,22.41,4,0,0,1
2017,2007-03-26 01:00:00,21.98,4,0,1,1
2018,2007-03-26 02:00:00,21.92,4,0,2,1
2019,2007-03-26 03:00:00,20.4,4,0,3,1
2020,2007-03-26 04:00:00,21.91,4,0,4,1
2021,2007-03-26 05:00:00,22.65,4,0,5,1
2022,2007-03-26 06:00:00,26.44,4,0,6,1
2023,2007-03-26 07:00:00,32.9,4,0,7,1
2024,2007-03-26 08:00:00,32.99,4,0,8,0
2025,2007-03-26 09:00:00,33.0,4,0,9,0
2026,2007-03-26 10:00:00,31.97,4,0,10,0
2027,2007-03-26 11:00:00,31.99,4,0,11,0
2028,2007-03-26 12:00:00,31.98,4,0,12,0
2029,2007-03-26 13:00:00,30.0,4,0,13,0
2030,2007-03-26 14:00:00,29.96,4,0,14,0
2031,2007-03-26 15:00:00,26.0,4,0,15,0
2032,2007-03-26 16:00:00,24.01,4,0,16,0
2033,2007-03-26 17:00:00,22.96,4,0,17,0
2034,2007-03-26 18:00:00,23.0,4,0,18,1
2035,2007-03-26 19:00:00,24.0,4,0,19,1
2036,2007-03-26 20:00:00,29.96,4,0,20,1
2037,2007-03-26 21:00:00,27.92,4,0,21,1
2038,2007-03-26 22:00:00,27.95,4,0,22,1
2039,2007-03-26 23:00:00,25.91,4,0,23,1
2040,2007-03-27 00:00:00,25.01,4,1,0,1
2041,2007-03-27 01:00:00,22.0,4,1,1,1
2042,2007-03-27 02:00:00,20.23,4,1,2,1
2043,2007-03-27 03:00:00,18.81,4,1,3,1
2044,2007-03-27 04:00:00,19.0,4,1,4,1
2045,2007-03-27 05:00:00,24.93,4,1,5,1
2046,2007-03-27 06:00:00,28.03,4,1,6,1
2047,2007-03-27 07:00:00,35.94,4,1,7,1
2048,2007-03-27 08:00:00,40.99,4,1,8,0
2049,2007-03-27 09:00:00,48.9,4,1,9,0
2050,2007-03-27 10:00:00,39.99,4,1,10,0
2051,2007-03-27 11:00:00,38.99,4,1,11,0
2052,2007-03-27 12:00:00,36.96,4,1,12,0
2053,2007-03-27 13:00:00,35.21,4,1,13,0
2054,2007-03-27 14:00:00,33.6,4,1,14,0
2055,2007-03-27 15:00:00,30.58,4,1,15,0
2056,2007-03-27 16:00:00,28.0,4,1,16,0
2057,2007-03-27 17:00:00,26.96,4,1,17,0
2058,2007-03-27 18:00:00,27.55,4,1,18,1
2059,2007-03-27 19:00:00,28.9,4,1,19,1
2060,2007-03-27 20:00:00,35.02,4,1,20,1
2061,2007-03-27 21:00:00,29.76,4,1,21,1
2062,2007-03-27 22:00:00,28.97,4,1,22,1
2063,2007-03-27 23:00:00,27.93,4,1,23,1
2064,2007-03-28 00:00:00,24.0,4,2,0,1
2065,2007-03-28 01:00:00,22.1,4,2,1,1
2066,2007-03-28 02:00:00,22.0,4,2,2,1
2067,2007-03-28 03:00:00,20.39,4,2,3,1
2068,2007-03-28 04:00:00,18.96,4,2,4,1
2069,2007-03-28 05:00:00,23.18,4,2,5,1
2070,2007-03-28 06:00:00,26.99,4,2,6,1
2071,2007-03-28 07:00:00,33.79,4,2,7,1
2072,2007-03-28 08:00:00,36.86,4,2,8,0
2073,2007-03-28 09:00:00,39.87,4,2,9,0
2074,2007-03-28 10:00:00,39.97,4,2,10,0
2075,2007-03-28 11:00:00,38.16,4,2,11,0
2076,2007-03-28 12:00:00,36.99,4,2,12,0
2077,2007-03-28 13:00:00,36.5,4,2,13,0
2078,2007-03-28 14:00:00,33.1,4,2,14,0
2079,2007-03-28 15:00:00,30.0,4,2,15,0
2080,2007-03-28 16:00:00,29.0,4,2,16,0
2081,2007-03-28 17:00:00,28.24,4,2,17,0
2082,2007-03-28 18:00:00,28.0,4,2,18,1
2083,2007-03-28 19:00:00,29.4,4,2,19,1
2084,2007-03-28 20:00:00,36.63,4,2,20,1
2085,2007-03-28 21:00:00,30.9,4,2,21,1
2086,2007-03-28 22:00:00,29.96,4,2,22,1
2087,2007-03-28 23:00:00,27.0,4,2,23,1
2088,2007-03-29 00:00:00,23.04,4,3,0,1
2089,2007-03-29 01:00:00,23.04,4,3,1,1
2090,2007-03-29 02:00:00,21.41,4,3,2,1
2091,2007-03-29 03:00:00,19.45,4,3,3,1
2092,2007-03-29 04:00:00,16.0,4,3,4,1
2093,2007-03-29 05:00:00,23.01,4,3,5,1
2094,2007-03-29 06:00:00,25.09,4,3,6,1
2095,2007-03-29 07:00:00,30.91,4,3,7,1
2096,2007-03-29 08:00:00,34.96,4,3,8,1
2097,2007-03-29 09:00:00,37.5,4,3,9,1
2098,2007-03-29 10:00:00,37.06,4,3,10,1
2099,2007-03-29 11:00:00,35.12,4,3,11,1
2100,2007-03-29 12:00:00,33.84,4,3,12,1
2101,2007-03-29 13:00:00,33.0,4,3,13,1
2102,2007-03-29 14:00:00,31.65,4,3,14,1
2103,2007-03-29 15:00:00,29.07,4,3,15,1
2104,2007-03-29 16:00:00,28.1,4,3,16,1
2105,2007-03-29 17:00:00,28.0,4,3,17,1
2106,2007-03-29 18:00:00,29.35,4,3,18,1
2107,2007-03-29 19:00:00,29.8,4,3,19,1
2108,2007-03-29 20:00:00,34.98,4,3,20,1
2109,2007-03-29 21:00:00,29.94,4,3,21,1
2110,2007-03-29 22:00:00,29.01,4,3,22,1
2111,2007-03-29 23:00:00,27.8,4,3,23,1
2112,2007-03-30 00:00:00,24.91,4,4,0,1
2113,2007-03-30 01:00:00,24.83,4,4,1,1
2114,2007-03-30 02:00:00,23.18,4,4,2,1
2115,2007-03-30 03:00:00,20.96,4,4,3,1
2116,2007-03-30 04:00:00,16.93,4,4,4,1
2117,2007-03-30 05:00:00,23.92,4,4,5,1
2118,2007-03-30 06:00:00,26.98,4,4,6,1
2119,2007-03-30 07:00:00,34.92,4,4,7,1
2120,2007-03-30 08:00:00,38.92,4,4,8,0
2121,2007-03-30 09:00:00,40.01,4,4,9,0
2122,2007-03-30 10:00:00,41.0,4,4,10,0
2123,2007-03-30 11:00:00,40.0,4,4,11,0
2124,2007-03-30 12:00:00,41.93,4,4,12,0
2125,2007-03-30 13:00:00,35.98,4,4,13,0
2126,2007-03-30 14:00:00,33.92,4,4,14,0
2127,2007-03-30 15:00:00,31.97,4,4,15,0
2128,2007-03-30 16:00:00,28.99,4,4,16,0
2129,2007-03-30 17:00:00,27.97,4,4,17,0
2130,2007-03-30 18:00:00,29.96,4,4,18,1
2131,2007-03-30 19:00:00,30.29,4,4,19,1
2132,2007-03-30 20:00:00,34.95,4,4,20,1
2133,2007-03-30 21:00:00,30.93,4,4,21,1
2134,2007-03-30 22:00:00,30.91,4,4,22,1
2135,2007-03-30 23:00:00,29.92,4,4,23,1
2136,2007-03-31 00:00:00,28.94,4,5,0,1
2137,2007-03-31 01:00:00,26.97,4,5,1,1
2138,2007-03-31 02:00:00,25.96,4,5,2,1
2139,2007-03-31 03:00:00,23.51,4,5,3,1
2140,2007-03-31 04:00:00,22.0,4,5,4,1
2141,2007-03-31 05:00:00,21.97,4,5,5,1
2142,2007-03-31 06:00:00,24.97,4,5,6,1
2143,2007-03-31 07:00:00,27.98,4,5,7,1
2144,2007-03-31 08:00:00,29.99,4,5,8,1
2145,2007-03-31 09:00:00,34.0,4,5,9,1
2146,2007-03-31 10:00:00,37.71,4,5,10,1
2147,2007-03-31 11:00:00,36.01,4,5,11,1
2148,2007-03-31 12:00:00,32.99,4,5,12,1
2149,2007-03-31 13:00:00,30.34,4,5,13,1
2150,2007-03-31 14:00:00,28.92,4,5,14,1
2151,2007-03-31 15:00:00,26.97,4,5,15,1
2152,2007-03-31 16:00:00,25.92,4,5,16,1
2153,2007-03-31 17:00:00,25.94,4,5,17,1
2154,2007-03-31 18:00:00,27.9,4,5,18,1
2155,2007-03-31 19:00:00,28.94,4,5,19,1
2156,2007-03-31 20:00:00,30.04,4,5,20,1
2157,2007-03-31 21:00:00,27.97,4,5,21,1
2158,2007-03-31 22:00:00,30.0,4,5,22,1
2159,2007-03-31 23:00:00,29.93,4,5,23,1
2160,2007-04-01 00:00:00,29.98,3,6,0,1
2161,2007-04-01 01:00:00,27.97,3,6,1,1
2162,2007-04-01 02:00:00,28.32,3,6,2,1
2163,2007-04-01 03:00:00,25.03,3,6,3,1
2164,2007-04-01 04:00:00,23.28,3,6,4,1
2165,2007-04-01 05:00:00,24.94,3,6,5,1
2166,2007-04-01 06:00:00,25.93,3,6,6,1
2167,2007-04-01 07:00:00,25.0,3,6,7,1
2168,2007-04-01 08:00:00,24.85,3,6,8,1
2169,2007-04-01 09:00:00,27.93,3,6,9,1
2170,2007-04-01 10:00:00,28.99,3,6,10,1
2171,2007-04-01 11:00:00,29.95,3,6,11,1
2172,2007-04-01 12:00:00,29.97,3,6,12,1
2173,2007-04-01 13:00:00,26.99,3,6,13,1
2174,2007-04-01 14:00:00,22.84,3,6,14,1
2175,2007-04-01 15:00:00,21.92,3,6,15,1
2176,2007-04-01 16:00:00,28.91,3,6,16,1
2177,2007-04-01 17:00:00,20.0,3,6,17,1
2178,2007-04-01 18:00:00,24.72,3,6,18,1
2179,2007-04-01 19:00:00,29.96,3,6,19,1
2180,2007-04-01 20:00:00,32.64,3,6,20,1
2181,2007-04-01 21:00:00,30.96,3,6,21,1
2182,2007-04-01 22:00:00,32.91,3,6,22,1
2183,2007-04-01 23:00:00,27.91,3,6,23,1
2184,2007-04-02 00:00:00,27.9,3,0,0,1
2185,2007-04-02 01:00:00,24.12,3,0,1,1
2186,2007-04-02 02:00:00,21.99,3,0,2,1
2187,2007-04-02 03:00:00,21.46,3,0,3,1
2188,2007-04-02 04:00:00,21.59,3,0,4,1
2189,2007-04-02 05:00:00,28.01,3,0,5,1
2190,2007-04-02 06:00:00,32.99,3,0,6,1
2191,2007-04-02 07:00:00,41.26,3,0,7,1
2192,2007-04-02 08:00:00,46.67,3,0,8,1
2193,2007-04-02 09:00:00,51.99,3,0,9,1
2194,2007-04-02 10:00:00,51.1,3,0,10,1
2195,2007-04-02 11:00:00,53.11,3,0,11,1
2196,2007-04-02 12:00:00,49.83,3,0,12,1
2197,2007-04-02 13:00:00,46.66,3,0,13,1
2198,2007-04-02 14:00:00,42.98,3,0,14,1
2199,2007-04-02 15:00:00,39.87,3,0,15,1
2200,2007-04-02 16:00:00,34.62,3,0,16,1
2201,2007-04-02 17:00:00,35.35,3,0,17,1
2202,2007-04-02 18:00:00,33.39,3,0,18,1
2203,2007-04-02 19:00:00,32.99,3,0,19,1
2204,2007-04-02 20:00:00,42.36,3,0,20,1
2205,2007-04-02 21:00:00,38.6,3,0,21,1
2206,2007-04-02 22:00:00,34.91,3,0,22,1
2207,2007-04-02 23:00:00,32.98,3,0,23,1
2208,2007-04-03 00:00:00,25.05,3,1,0,1
2209,2007-04-03 01:00:00,22.5,3,1,1,1
2210,2007-04-03 02:00:00,21.5,3,1,2,1
2211,2007-04-03 03:00:00,20.06,3,1,3,1
2212,2007-04-03 04:00:00,18.87,3,1,4,1
2213,2007-04-03 05:00:00,24.44,3,1,5,1
2214,2007-04-03 06:00:00,28.35,3,1,6,1
2215,2007-04-03 07:00:00,45.01,3,1,7,1
2216,2007-04-03 08:00:00,46.01,3,1,8,1
2217,2007-04-03 09:00:00,46.02,3,1,9,1
2218,2007-04-03 10:00:00,45.8,3,1,10,1
2219,2007-04-03 11:00:00,47.56,3,1,11,1
2220,2007-04-03 12:00:00,43.87,3,1,12,1
2221,2007-04-03 13:00:00,40.01,3,1,13,1
2222,2007-04-03 14:00:00,35.35,3,1,14,1
2223,2007-04-03 15:00:00,32.99,3,1,15,1
2224,2007-04-03 16:00:00,29.09,3,1,16,1
2225,2007-04-03 17:00:00,28.87,3,1,17,1
2226,2007-04-03 18:00:00,29.51,3,1,18,1
2227,2007-04-03 19:00:00,29.97,3,1,19,1
2228,2007-04-03 20:00:00,38.04,3,1,20,1
2229,2007-04-03 21:00:00,31.06,3,1,21,1
2230,2007-04-03 22:00:00,32.01,3,1,22,1
2231,2007-04-03 23:00:00,29.75,3,1,23,1
2232,2007-04-04 00:00:00,29.02,3,2,0,1
2233,2007-04-04 01:00:00,26.0,3,2,1,1
2234,2007-04-04 02:00:00,24.0,3,2,2,1
2235,2007-04-04 03:00:00,23.08,3,2,3,1
2236,2007-04-04 04:00:00,21.39,3,2,4,1
2237,2007-04-04 05:00:00,26.1,3,2,5,1
2238,2007-04-04 06:00:00,30.0,3,2,6,1
2239,2007-04-04 07:00:00,42.37,3,2,7,1
2240,2007-04-04 08:00:00,43.52,3,2,8,1
2241,2007-04-04 09:00:00,45.15,3,2,9,1
2242,2007-04-04 10:00:00,47.01,3,2,10,1
2243,2007-04-04 11:00:00,48.5,3,2,11,1
2244,2007-04-04 12:00:00,45.05,3,2,12,1
2245,2007-04-04 13:00:00,40.3,3,2,13,1
2246,2007-04-04 14:00:00,35.96,3,2,14,1
2247,2007-04-04 15:00:00,34.91,3,2,15,1
2248,2007-04-04 16:00:00,32.67,3,2,16,1
2249,2007-04-04 17:00:00,31.61,3,2,17,1
2250,2007-04-04 18:00:00,31.09,3,2,18,1
2251,2007-04-04 19:00:00,32.1,3,2,19,1
2252,2007-04-04 20:00:00,36.84,3,2,20,1
2253,2007-04-04 21:00:00,34.56,3,2,21,1
2254,2007-04-04 22:00:00,33.0,3,2,22,1
2255,2007-04-04 23:00:00,31.08,3,2,23,1
2256,2007-04-05 00:00:00,27.02,3,3,0,1
2257,2007-04-05 01:00:00,25.09,3,3,1,1
2258,2007-04-05 02:00:00,25.0,3,3,2,1
2259,2007-04-05 03:00:00,24.64,3,3,3,1
2260,2007-04-05 04:00:00,23.11,3,3,4,1
2261,2007-04-05 05:00:00,27.0,3,3,5,1
2262,2007-04-05 06:00:00,28.02,3,3,6,1
2263,2007-04-05 07:00:00,36.99,3,3,7,1
2264,2007-04-05 08:00:00,41.12,3,3,8,1
2265,2007-04-05 09:00:00,42.94,3,3,9,1
2266,2007-04-05 10:00:00,41.08,3,3,10,1
2267,2007-04-05 11:00:00,39.92,3,3,11,1
2268,2007-04-05 12:00:00,37.98,3,3,12,1
2269,2007-04-05 13:00:00,36.93,3,3,13,1
2270,2007-04-05 14:00:00,33.96,3,3,14,1
2271,2007-04-05 15:00:00,30.98,3,3,15,1
2272,2007-04-05 16:00:00,27.99,3,3,16,1
2273,2007-04-05 17:00:00,25.33,3,3,17,1
2274,2007-04-05 18:00:00,27.0,3,3,18,1
2275,2007-04-05 19:00:00,28.52,3,3,19,1
2276,2007-04-05 20:00:00,30.97,3,3,20,1
2277,2007-04-05 21:00:00,30.91,3,3,21,1
2278,2007-04-05 22:00:00,32.94,3,3,22,1
2279,2007-04-05 23:00:00,31.42,3,3,23,1
2280,2007-04-06 00:00:00,28.98,3,4,0,1
2281,2007-04-06 01:00:00,26.08,3,4,1,1
2282,2007-04-06 02:00:00,24.4,3,4,2,1
2283,2007-04-06 03:00:00,23.09,3,4,3,1
2284,2007-04-06 04:00:00,21.99,3,4,4,1
2285,2007-04-06 05:00:00,24.09,3,4,5,1
2286,2007-04-06 06:00:00,29.95,3,4,6,1
2287,2007-04-06 07:00:00,35.95,3,4,7,1
2288,2007-04-06 08:00:00,43.6,3,4,8,1
2289,2007-04-06 09:00:00,40.98,3,4,9,1
2290,2007-04-06 10:00:00,37.98,3,4,10,1
2291,2007-04-06 11:00:00,37.49,3,4,11,1
2292,2007-04-06 12:00:00,35.98,3,4,12,1
2293,2007-04-06 13:00:00,35.94,3,4,13,1
2294,2007-04-06 14:00:00,32.96,3,4,14,1
2295,2007-04-06 15:00:00,28.97,3,4,15,1
2296,2007-04-06 16:00:00,26.91,3,4,16,1
2297,2007-04-06 17:00:00,25.93,3,4,17,1
2298,2007-04-06 18:00:00,26.69,3,4,18,1
2299,2007-04-06 19:00:00,26.94,3,4,19,1
2300,2007-04-06 20:00:00,30.65,3,4,20,1
2301,2007-04-06 21:00:00,28.73,3,4,21,1
2302,2007-04-06 22:00:00,30.0,3,4,22,1
2303,2007-04-06 23:00:00,29.9,3,4,23,1
2304,2007-04-07 00:00:00,28.97,3,5,0,1
2305,2007-04-07 01:00:00,28.93,3,5,1,1
2306,2007-04-07 02:00:00,27.92,3,5,2,1
