t,Date,Price,Summer_delta,Weekday,Hour,Available
0,2010-01-01 00:00:00,13.2,6,4,0,1
1,2010-01-01 01:00:00,13.14,6,4,1,1
2,2010-01-01 02:00:00,11.83,6,4,2,1
3,2010-01-01 03:00:00,9.49,6,4,3,1
4,2010-01-01 04:00:00,8.63,6,4,4,1
5,2010-01-01 05:00:00,7.12,6,4,5,1
6,2010-01-01 06:00:00,4.06,6,4,6,1
7,2010-01-01 07:00:00,1.0,6,4,7,1
8,2010-01-01 08:00:00,8.4,6,4,8,1
9,2010-01-01 09:00:00,9.11,6,4,9,1
10,2010-01-01 10:00:00,10.18,6,4,10,1
11,2010-01-01 11:00:00,13.56,6,4,11,1
12,2010-01-01 12:00:00,18.02,6,4,12,1
13,2010-01-01 13:00:00,15.02,6,4,13,1
14,2010-01-01 14:00:00,12.58,6,4,14,1
15,2010-01-01 15:00:00,10.18,6,4,15,1
16,2010-01-01 16:00:00,9.81,6,4,16,1
17,2010-01-01 17:00:00,18.79,6,4,17,1
18,2010-01-01 18:00:00,22.7,6,4,18,1
19,2010-01-01 19:00:00,30.06,6,4,19,1
20,2010-01-01 20:00:00,27.3,6,4,20,1
21,2010-01-01 21:00:00,23.93,6,4,21,1
22,2010-01-01 22:00:00,33.49,6,4,22,1
23,2010-01-01 23:00:00,31.06,6,4,23,1
24,2010-01-02 00:00:00,23.0,6,5,0,1
25,2010-01-02 01:00:00,17.45,6,5,1,1
26,2010-01-02 02:00:00,19.12,6,5,2,1
27,2010-01-02 03:00:00,12.76,6,5,3,1
28,2010-01-02 04:00:00,10.19,6,5,4,1
29,2010-01-02 05:00:00,11.99,6,5,5,1
30,2010-01-02 06:00:00,15.65,6,5,6,1
31,2010-01-02 07:00:00,23.5,6,5,7,1
32,2010-01-02 08:00:00,28.9,6,5,8,1
33,2010-01-02 09:00:00,37.12,6,5,9,1
34,2010-01-02 10:00:00,41.82,6,5,10,1
35,2010-01-02 11:00:00,44.69,6,5,11,1
36,2010-01-02 12:00:00,47.0,6,5,12,1
37,2010-01-02 13:00:00,41.15,6,5,13,1
38,2010-01-02 14:00:00,39.25,6,5,14,1
39,2010-01-02 15:00:00,34.95,6,5,15,1
40,2010-01-02 16:00:00,37.26,6,5,16,1
41,2010-01-02 17:00:00,46.84,6,5,17,1
42,2010-01-02 18:00:00,56.49,6,5,18,1
43,2010-01-02 19:00:00,56.05,6,5,19,1
44,2010-01-02 20:00:00,45.5,6,5,20,1
45,2010-01-02 21:00:00,39.32,6,5,21,1
46,2010-01-02 22:00:00,43.0,6,5,22,1
47,2010-01-02 23:00:00,41.07,6,5,23,1
48,2010-01-03 00:00:00,39.44,6,6,0,1
49,2010-01-03 01:00:00,31.98,6,6,1,1
50,2010-01-03 02:00:00,30.0,6,6,2,1
51,2010-01-03 03:00:00,27.07,6,6,3,1
52,2010-01-03 04:00:00,19.18,6,6,4,1
53,2010-01-03 05:00:00,17.51,6,6,5,1
54,2010-01-03 06:00:00,17.03,6,6,6,1
55,2010-01-03 07:00:00,21.0,6,6,7,1
56,2010-01-03 08:00:00,28.23,6,6,8,1
57,2010-01-03 09:00:00,35.01,6,6,9,1
58,2010-01-03 10:00:00,40.0,6,6,10,1
59,2010-01-03 11:00:00,44.18,6,6,11,1
60,2010-01-03 12:00:00,47.21,6,6,12,1
61,2010-01-03 13:00:00,41.55,6,6,13,1
62,2010-01-03 14:00:00,36.54,6,6,14,1
63,2010-01-03 15:00:00,33.2,6,6,15,1
64,2010-01-03 16:00:00,26.53,6,6,16,1
65,2010-01-03 17:00:00,44.6,6,6,17,1
66,2010-01-03 18:00:00,56.85,6,6,18,1
67,2010-01-03 19:00:00,57.75,6,6,19,1
68,2010-01-03 20:00:00,49.66,6,6,20,1
69,2010-01-03 21:00:00,39.67,6,6,21,1
70,2010-01-03 22:00:00,43.55,6,6,22,1
71,2010-01-03 23:00:00,39.34,6,6,23,1
72,2010-01-04 00:00:00,37.15,6,0,0,1
73,2010-01-04 01:00:00,33.47,6,0,1,1
74,2010-01-04 02:00:00,28.0,6,0,2,1
75,2010-01-04 03:00:00,21.29,6,0,3,1
76,2010-01-04 04:00:00,16.92,6,0,4,1
77,2010-01-04 05:00:00,28.0,6,0,5,1
78,2010-01-04 06:00:00,36.43,6,0,6,1
79,2010-01-04 07:00:00,59.47,6,0,7,1
80,2010-01-04 08:00:00,59.73,6,0,8,1
81,2010-01-04 09:00:00,62.1,6,0,9,1
82,2010-01-04 10:00:00,62.74,6,0,10,1
83,2010-01-04 11:00:00,62.65,6,0,11,1
84,2010-01-04 12:00:00,62.51,6,0,12,1
85,2010-01-04 13:00:00,59.92,6,0,13,1
86,2010-01-04 14:00:00,56.0,6,0,14,1
87,2010-01-04 15:00:00,49.67,6,0,15,1
88,2010-01-04 16:00:00,54.4,6,0,16,1
89,2010-01-04 17:00:00,71.11,6,0,17,1
90,2010-01-04 18:00:00,78.77,6,0,18,1
91,2010-01-04 19:00:00,64.46,6,0,19,1
92,2010-01-04 20:00:00,50.73,6,0,20,1
93,2010-01-04 21:00:00,43.9,6,0,21,1
94,2010-01-04 22:00:00,46.58,6,0,22,1
95,2010-01-04 23:00:00,43.38,6,0,23,1
96,2010-01-05 00:00:00,37.9,6,1,0,1
97,2010-01-05 01:00:00,38.11,6,1,1,1
98,2010-01-05 02:00:00,29.99,6,1,2,1
99,2010-01-05 03:00:00,28.91,6,1,3,1
100,2010-01-05 04:00:00,27.0,6,1,4,1
101,2010-01-05 05:00:00,29.56,6,1,5,1
102,2010-01-05 06:00:00,40.94,6,1,6,1
103,2010-01-05 07:00:00,55.0,6,1,7,1
104,2010-01-05 08:00:00,55.5,6,1,8,0
105,2010-01-05 09:00:00,57.1,6,1,9,0
106,2010-01-05 10:00:00,57.0,6,1,10,0
107,2010-01-05 11:00:00,58.0,6,1,11,0
108,2010-01-05 12:00:00,57.0,6,1,12,0
109,2010-01-05 13:00:00,56.17,6,1,13,0
110,2010-01-05 14:00:00,56.28,6,1,14,0
111,2010-01-05 15:00:00,53.54,6,1,15,0
112,2010-01-05 16:00:00,56.19,6,1,16,0
113,2010-01-05 17:00:00,67.2,6,1,17,0
114,2010-01-05 18:00:00,62.0,6,1,18,1
115,2010-01-05 19:00:00,55.0,6,1,19,1
116,2010-01-05 20:00:00,49.5,6,1,20,1
117,2010-01-05 21:00:00,45.88,6,1,21,1
118,2010-01-05 22:00:00,42.68,6,1,22,1
119,2010-01-05 23:00:00,41.85,6,1,23,1
120,2010-01-06 00:00:00,48.52,6,2,0,1
121,2010-01-06 01:00:00,39.62,6,2,1,1
122,2010-01-06 02:00:00,41.25,6,2,2,1
123,2010-01-06 03:00:00,37.12,6,2,3,1
124,2010-01-06 04:00:00,32.5,6,2,4,1
125,2010-01-06 05:00:00,39.5,6,2,5,1
126,2010-01-06 06:00:00,51.69,6,2,6,1
127,2010-01-06 07:00:00,56.9,6,2,7,1
128,2010-01-06 08:00:00,56.95,6,2,8,1
129,2010-01-06 09:00:00,49.75,6,2,9,1
130,2010-01-06 10:00:00,52.31,6,2,10,1
131,2010-01-06 11:00:00,68.16,6,2,11,1
132,2010-01-06 12:00:00,66.19,6,2,12,1
133,2010-01-06 13:00:00,61.24,6,2,13,1
134,2010-01-06 14:00:00,59.7,6,2,14,1
135,2010-01-06 15:00:00,54.63,6,2,15,1
136,2010-01-06 16:00:00,51.0,6,2,16,1
137,2010-01-06 17:00:00,66.99,6,2,17,1
138,2010-01-06 18:00:00,75.0,6,2,18,1
139,2010-01-06 19:00:00,56.9,6,2,19,1
140,2010-01-06 20:00:00,43.56,6,2,20,1
141,2010-01-06 21:00:00,40.5,6,2,21,1
142,2010-01-06 22:00:00,56.36,6,2,22,1
143,2010-01-06 23:00:00,58.98,6,2,23,1
144,2010-01-07 00:00:00,40.0,6,3,0,1
145,2010-01-07 01:00:00,38.02,6,3,1,1
146,2010-01-07 02:00:00,34.99,6,3,2,1
147,2010-01-07 03:00:00,33.65,6,3,3,1
148,2010-01-07 04:00:00,32.0,6,3,4,1
149,2010-01-07 05:00:00,32.82,6,3,5,1
150,2010-01-07 06:00:00,39.1,6,3,6,1
151,2010-01-07 07:00:00,52.65,6,3,7,1
152,2010-01-07 08:00:00,59.0,6,3,8,1
153,2010-01-07 09:00:00,62.66,6,3,9,1
154,2010-01-07 10:00:00,61.1,6,3,10,1
155,2010-01-07 11:00:00,62.86,6,3,11,1
156,2010-01-07 12:00:00,63.0,6,3,12,1
157,2010-01-07 13:00:00,70.8,6,3,13,1
158,2010-01-07 14:00:00,66.4,6,3,14,1
159,2010-01-07 15:00:00,55.75,6,3,15,1
160,2010-01-07 16:00:00,60.12,6,3,16,1
161,2010-01-07 17:00:00,77.44,6,3,17,1
162,2010-01-07 18:00:00,70.0,6,3,18,1
163,2010-01-07 19:00:00,59.95,6,3,19,1
164,2010-01-07 20:00:00,54.0,6,3,20,1
165,2010-01-07 21:00:00,48.0,6,3,21,1
166,2010-01-07 22:00:00,46.47,6,3,22,1
167,2010-01-07 23:00:00,43.94,6,3,23,1
168,2010-01-08 00:00:00,47.96,6,4,0,1
169,2010-01-08 01:00:00,49.02,6,4,1,1
170,2010-01-08 02:00:00,37.0,6,4,2,1
171,2010-01-08 03:00:00,33.61,6,4,3,1
172,2010-01-08 04:00:00,32.96,6,4,4,1
173,2010-01-08 05:00:00,33.31,6,4,5,1
174,2010-01-08 06:00:00,54.9,6,4,6,1
175,2010-01-08 07:00:00,66.26,6,4,7,1
176,2010-01-08 08:00:00,75.0,6,4,8,0
177,2010-01-08 09:00:00,78.09,6,4,9,0
178,2010-01-08 10:00:00,61.45,6,4,10,0
179,2010-01-08 11:00:00,59.26,6,4,11,0
180,2010-01-08 12:00:00,57.0,6,4,12,0
181,2010-01-08 13:00:00,61.4,6,4,13,0
182,2010-01-08 14:00:00,49.01,6,4,14,0
183,2010-01-08 15:00:00,48.0,6,4,15,0
184,2010-01-08 16:00:00,49.66,6,4,16,0
185,2010-01-08 17:00:00,63.08,6,4,17,0
186,2010-01-08 18:00:00,55.63,6,4,18,1
187,2010-01-08 19:00:00,47.15,6,4,19,1
188,2010-01-08 20:00:00,41.49,6,4,20,1
189,2010-01-08 21:00:00,34.99,6,4,21,1
190,2010-01-08 22:00:00,36.04,6,4,22,1
191,2010-01-08 23:00:00,54.9,6,4,23,1
192,2010-01-09 00:00:00,30.04,6,5,0,1
193,2010-01-09 01:00:00,28.0,6,5,1,1
194,2010-01-09 02:00:00,46.16,6,5,2,1
195,2010-01-09 03:00:00,27.53,6,5,3,1
196,2010-01-09 04:00:00,25.0,6,5,4,1
197,2010-01-09 05:00:00,22.0,6,5,5,1
198,2010-01-09 06:00:00,30.24,6,5,6,1
199,2010-01-09 07:00:00,33.0,6,5,7,1
200,2010-01-09 08:00:00,37.0,6,5,8,1
201,2010-01-09 09:00:00,42.99,6,5,9,1
202,2010-01-09 10:00:00,46.59,6,5,10,1
203,2010-01-09 11:00:00,46.76,6,5,11,1
204,2010-01-09 12:00:00,47.66,6,5,12,1
205,2010-01-09 13:00:00,45.0,6,5,13,1
206,2010-01-09 14:00:00,43.6,6,5,14,1
207,2010-01-09 15:00:00,40.06,6,5,15,1
208,2010-01-09 16:00:00,45.0,6,5,16,1
209,2010-01-09 17:00:00,55.29,6,5,17,1
210,2010-01-09 18:00:00,51.61,6,5,18,1
211,2010-01-09 19:00:00,48.0,6,5,19,1
212,2010-01-09 20:00:00,48.77,6,5,20,1
213,2010-01-09 21:00:00,39.93,6,5,21,1
214,2010-01-09 22:00:00,43.24,6,5,22,1
215,2010-01-09 23:00:00,43.05,6,5,23,1
216,2010-01-10 00:00:00,66.0,6,6,0,1
217,2010-01-10 01:00:00,63.19,6,6,1,1
218,2010-01-10 02:00:00,56.18,6,6,2,1
219,2010-01-10 03:00:00,18.0,6,6,3,1
220,2010-01-10 04:00:00,0.01,6,6,4,1
221,2010-01-10 05:00:00,0.01,6,6,5,1
222,2010-01-10 06:00:00,1.0,6,6,6,1
223,2010-01-10 07:00:00,0.01,6,6,7,1
224,2010-01-10 08:00:00,20.99,6,6,8,0
225,2010-01-10 09:00:00,30.0,6,6,9,0
226,2010-01-10 10:00:00,44.65,6,6,10,0
227,2010-01-10 11:00:00,46.93,6,6,11,0
228,2010-01-10 12:00:00,46.6,6,6,12,0
229,2010-01-10 13:00:00,44.86,6,6,13,0
230,2010-01-10 14:00:00,39.99,6,6,14,0
231,2010-01-10 15:00:00,35.57,6,6,15,0
232,2010-01-10 16:00:00,39.5,6,6,16,0
233,2010-01-10 17:00:00,47.93,6,6,17,0
234,2010-01-10 18:00:00,54.0,6,6,18,1
235,2010-01-10 19:00:00,49.18,6,6,19,1
236,2010-01-10 20:00:00,45.62,6,6,20,1
237,2010-01-10 21:00:00,43.0,6,6,21,1
238,2010-01-10 22:00:00,43.0,6,6,22,1
239,2010-01-10 23:00:00,38.1,6,6,23,1
240,2010-01-11 00:00:00,59.43,6,0,0,1
241,2010-01-11 01:00:00,45.93,6,0,1,1
242,2010-01-11 02:00:00,36.09,6,0,2,1
243,2010-01-11 03:00:00,31.0,6,0,3,1
244,2010-01-11 04:00:00,30.91,6,0,4,1
245,2010-01-11 05:00:00,30.9,6,0,5,1
246,2010-01-11 06:00:00,37.31,6,0,6,1
247,2010-01-11 07:00:00,57.04,6,0,7,1
248,2010-01-11 08:00:00,70.5,6,0,8,0
249,2010-01-11 09:00:00,71.5,6,0,9,0
250,2010-01-11 10:00:00,71.0,6,0,10,0
251,2010-01-11 11:00:00,70.04,6,0,11,0
252,2010-01-11 12:00:00,68.75,6,0,12,0
253,2010-01-11 13:00:00,84.48,6,0,13,0
254,2010-01-11 14:00:00,81.52,6,0,14,0
255,2010-01-11 15:00:00,61.45,6,0,15,0
256,2010-01-11 16:00:00,72.69,6,0,16,0
257,2010-01-11 17:00:00,89.0,6,0,17,0
258,2010-01-11 18:00:00,80.66,6,0,18,1
259,2010-01-11 19:00:00,63.5,6,0,19,1
260,2010-01-11 20:00:00,49.99,6,0,20,1
261,2010-01-11 21:00:00,43.66,6,0,21,1
262,2010-01-11 22:00:00,66.19,6,0,22,1
263,2010-01-11 23:00:00,62.92,6,0,23,1
264,2010-01-12 00:00:00,63.2,6,1,0,1
265,2010-01-12 01:00:00,67.27,6,1,1,1
266,2010-01-12 02:00:00,61.85,6,1,2,1
267,2010-01-12 03:00:00,55.0,6,1,3,1
268,2010-01-12 04:00:00,53.02,6,1,4,1
269,2010-01-12 05:00:00,60.29,6,1,5,1
270,2010-01-12 06:00:00,75.0,6,1,6,1
271,2010-01-12 07:00:00,102.12,6,1,7,1
272,2010-01-12 08:00:00,143.28,6,1,8,0
273,2010-01-12 09:00:00,195.56,6,1,9,0
274,2010-01-12 10:00:00,179.58,6,1,10,0
275,2010-01-12 11:00:00,158.11,6,1,11,0
276,2010-01-12 12:00:00,93.99,6,1,12,0
277,2010-01-12 13:00:00,75.17,6,1,13,0
278,2010-01-12 14:00:00,66.11,6,1,14,0
279,2010-01-12 15:00:00,66.2,6,1,15,0
280,2010-01-12 16:00:00,65.66,6,1,16,0
281,2010-01-12 17:00:00,83.73,6,1,17,0
282,2010-01-12 18:00:00,101.25,6,1,18,1
283,2010-01-12 19:00:00,72.77,6,1,19,1
284,2010-01-12 20:00:00,64.15,6,1,20,1
285,2010-01-12 21:00:00,42.0,6,1,21,1
286,2010-01-12 22:00:00,61.1,6,1,22,1
287,2010-01-12 23:00:00,54.69,6,1,23,1
288,2010-01-13 00:00:00,44.96,6,2,0,1
289,2010-01-13 01:00:00,46.4,6,2,1,1
290,2010-01-13 02:00:00,45.88,6,2,2,1
291,2010-01-13 03:00:00,35.01,6,2,3,1
292,2010-01-13 04:00:00,34.28,6,2,4,1
293,2010-01-13 05:00:00,37.11,6,2,5,1
294,2010-01-13 06:00:00,53.05,6,2,6,1
295,2010-01-13 07:00:00,66.18,6,2,7,1
296,2010-01-13 08:00:00,63.92,6,2,8,0
297,2010-01-13 09:00:00,61.46,6,2,9,0
298,2010-01-13 10:00:00,62.36,6,2,10,0
299,2010-01-13 11:00:00,63.88,6,2,11,0
300,2010-01-13 12:00:00,66.46,6,2,12,0
301,2010-01-13 13:00:00,65.15,6,2,13,0
302,2010-01-13 14:00:00,63.6,6,2,14,0
303,2010-01-13 15:00:00,57.65,6,2,15,0
304,2010-01-13 16:00:00,58.29,6,2,16,0
305,2010-01-13 17:00:00,67.01,6,2,17,0
306,2010-01-13 18:00:00,72.13,6,2,18,1
307,2010-01-13 19:00:00,71.03,6,2,19,1
308,2010-01-13 20:00:00,67.5,6,2,20,1
309,2010-01-13 21:00:00,43.5,6,2,21,1
310,2010-01-13 22:00:00,51.67,6,2,22,1
311,2010-01-13 23:00:00,47.0,6,2,23,1
312,2010-01-14 00:00:00,44.09,6,3,0,1
313,2010-01-14 01:00:00,45.18,6,3,1,1
314,2010-01-14 02:00:00,41.19,6,3,2,1
315,2010-01-14 03:00:00,33.5,6,3,3,1
316,2010-01-14 04:00:00,32.21,6,3,4,1
317,2010-01-14 05:00:00,40.9,6,3,5,1
318,2010-01-14 06:00:00,51.47,6,3,6,1
319,2010-01-14 07:00:00,65.25,6,3,7,1
320,2010-01-14 08:00:00,65.58,6,3,8,1
321,2010-01-14 09:00:00,66.2,6,3,9,1
322,2010-01-14 10:00:00,66.19,6,3,10,1
323,2010-01-14 11:00:00,66.17,6,3,11,1
324,2010-01-14 12:00:00,65.29,6,3,12,1
325,2010-01-14 13:00:00,63.08,6,3,13,1
326,2010-01-14 14:00:00,62.03,6,3,14,1
327,2010-01-14 15:00:00,57.23,6,3,15,1
328,2010-01-14 16:00:00,61.11,6,3,16,1
329,2010-01-14 17:00:00,69.0,6,3,17,1
330,2010-01-14 18:00:00,87.96,6,3,18,1
331,2010-01-14 19:00:00,69.99,6,3,19,1
332,2010-01-14 20:00:00,66.19,6,3,20,1
333,2010-01-14 21:00:00,55.59,6,3,21,1
334,2010-01-14 22:00:00,55.53,6,3,22,1
335,2010-01-14 23:00:00,50.62,6,3,23,1
336,2010-01-15 00:00:00,47.73,6,4,0,1
337,2010-01-15 01:00:00,47.78,6,4,1,1
338,2010-01-15 02:00:00,42.75,6,4,2,1
339,2010-01-15 03:00:00,32.99,6,4,3,1
340,2010-01-15 04:00:00,32.0,6,4,4,1
341,2010-01-15 05:00:00,39.84,6,4,5,1
342,2010-01-15 06:00:00,48.96,6,4,6,1
343,2010-01-15 07:00:00,65.0,6,4,7,1
344,2010-01-15 08:00:00,65.17,6,4,8,1
345,2010-01-15 09:00:00,64.82,6,4,9,1
346,2010-01-15 10:00:00,66.18,6,4,10,1
347,2010-01-15 11:00:00,66.0,6,4,11,1
348,2010-01-15 12:00:00,62.93,6,4,12,1
349,2010-01-15 13:00:00,62.13,6,4,13,1
350,2010-01-15 14:00:00,57.95,6,4,14,1
351,2010-01-15 15:00:00,50.41,6,4,15,1
352,2010-01-15 16:00:00,53.8,6,4,16,1
353,2010-01-15 17:00:00,63.02,6,4,17,1
354,2010-01-15 18:00:00,67.44,6,4,18,1
355,2010-01-15 19:00:00,66.99,6,4,19,1
356,2010-01-15 20:00:00,60.95,6,4,20,1
357,2010-01-15 21:00:00,50.77,6,4,21,1
358,2010-01-15 22:00:00,53.06,6,4,22,1
359,2010-01-15 23:00:00,53.86,6,4,23,1
360,2010-01-16 00:00:00,42.56,6,5,0,1
361,2010-01-16 01:00:00,40.74,6,5,1,1
362,2010-01-16 02:00:00,37.56,6,5,2,1
363,2010-01-16 03:00:00,34.01,6,5,3,1
364,2010-01-16 04:00:00,31.76,6,5,4,1
365,2010-01-16 05:00:00,29.8,6,5,5,1
366,2010-01-16 06:00:00,29.2,6,5,6,1
367,2010-01-16 07:00:00,27.67,6,5,7,1
368,2010-01-16 08:00:00,36.67,6,5,8,0
369,2010-01-16 09:00:00,43.0,6,5,9,0
370,2010-01-16 10:00:00,45.34,6,5,10,0
371,2010-01-16 11:00:00,46.0,6,5,11,0
372,2010-01-16 12:00:00,43.0,6,5,12,0
373,2010-01-16 13:00:00,39.59,6,5,13,0
374,2010-01-16 14:00:00,37.93,6,5,14,0
375,2010-01-16 15:00:00,34.87,6,5,15,0
376,2010-01-16 16:00:00,34.3,6,5,16,0
377,2010-01-16 17:00:00,44.8,6,5,17,0
378,2010-01-16 18:00:00,53.12,6,5,18,1
379,2010-01-16 19:00:00,39.93,6,5,19,1
380,2010-01-16 20:00:00,34.2,6,5,20,1
381,2010-01-16 21:00:00,37.0,6,5,21,1
382,2010-01-16 22:00:00,47.03,6,5,22,1
383,2010-01-16 23:00:00,47.08,6,5,23,1
384,2010-01-17 00:00:00,41.78,6,6,0,1
385,2010-01-17 01:00:00,40.17,6,6,1,1
386,2010-01-17 02:00:00,30.91,6,6,2,1
387,2010-01-17 03:00:00,17.0,6,6,3,1
388,2010-01-17 04:00:00,14.79,6,6,4,1
389,2010-01-17 05:00:00,12.31,6,6,5,1
390,2010-01-17 06:00:00,11.93,6,6,6,1
391,2010-01-17 07:00:00,14.0,6,6,7,1
392,2010-01-17 08:00:00,21.25,6,6,8,0
393,2010-01-17 09:00:00,32.99,6,6,9,0
394,2010-01-17 10:00:00,40.0,6,6,10,0
395,2010-01-17 11:00:00,40.5,6,6,11,0
396,2010-01-17 12:00:00,38.0,6,6,12,0
397,2010-01-17 13:00:00,34.94,6,6,13,0
398,2010-01-17 14:00:00,30.0,6,6,14,0
399,2010-01-17 15:00:00,27.0,6,6,15,0
400,2010-01-17 16:00:00,27.67,6,6,16,0
401,2010-01-17 17:00:00,38.68,6,6,17,0
402,2010-01-17 18:00:00,41.11,6,6,18,1
403,2010-01-17 19:00:00,43.0,6,6,19,1
404,2010-01-17 20:00:00,43.71,6,6,20,1
405,2010-01-17 21:00:00,42.65,6,6,21,1
406,2010-01-17 22:00:00,45.21,6,6,22,1
407,2010-01-17 23:00:00,42.73,6,6,23,1
408,2010-01-18 00:00:00,32.01,6,0,0,1
409,2010-01-18 01:00:00,31.0,6,0,1,1
410,2010-01-18 02:00:00,26.44,6,0,2,1
411,2010-01-18 03:00:00,19.15,6,0,3,1
412,2010-01-18 04:00:00,19.0,6,0,4,1
413,2010-01-18 05:00:00,26.21,6,0,5,1
414,2010-01-18 06:00:00,40.2,6,0,6,1
415,2010-01-18 07:00:00,61.53,6,0,7,1
416,2010-01-18 08:00:00,60.21,6,0,8,1
417,2010-01-18 09:00:00,59.99,6,0,9,1
418,2010-01-18 10:00:00,59.3,6,0,10,1
419,2010-01-18 11:00:00,59.12,6,0,11,1
420,2010-01-18 12:00:00,57.34,6,0,12,1
421,2010-01-18 13:00:00,54.93,6,0,13,1
422,2010-01-18 14:00:00,50.91,6,0,14,1
423,2010-01-18 15:00:00,48.33,6,0,15,1
424,2010-01-18 16:00:00,52.8,6,0,16,1
425,2010-01-18 17:00:00,62.07,6,0,17,1
426,2010-01-18 18:00:00,68.27,6,0,18,1
427,2010-01-18 19:00:00,54.75,6,0,19,1
428,2010-01-18 20:00:00,47.8,6,0,20,1
429,2010-01-18 21:00:00,43.54,6,0,21,1
430,2010-01-18 22:00:00,47.91,6,0,22,1
431,2010-01-18 23:00:00,42.31,6,0,23,1
432,2010-01-19 00:00:00,39.93,6,1,0,1
433,2010-01-19 01:00:00,38.67,6,1,1,1
434,2010-01-19 02:00:00,33.99,6,1,2,1
435,2010-01-19 03:00:00,30.91,6,1,3,1
436,2010-01-19 04:00:00,29.0,6,1,4,1
437,2010-01-19 05:00:00,36.53,6,1,5,1
438,2010-01-19 06:00:00,49.59,6,1,6,1
439,2010-01-19 07:00:00,57.0,6,1,7,1
440,2010-01-19 08:00:00,59.08,6,1,8,1
441,2010-01-19 09:00:00,58.68,6,1,9,1
442,2010-01-19 10:00:00,58.57,6,1,10,1
443,2010-01-19 11:00:00,58.41,6,1,11,1
444,2010-01-19 12:00:00,57.63,6,1,12,1
445,2010-01-19 13:00:00,53.63,6,1,13,1
446,2010-01-19 14:00:00,52.05,6,1,14,1
447,2010-01-19 15:00:00,49.01,6,1,15,1
448,2010-01-19 16:00:00,50.75,6,1,16,1
449,2010-01-19 17:00:00,60.0,6,1,17,1
450,2010-01-19 18:00:00,65.46,6,1,18,1
451,2010-01-19 19:00:00,58.87,6,1,19,1
452,2010-01-19 20:00:00,50.86,6,1,20,1
453,2010-01-19 21:00:00,43.4,6,1,21,1
454,2010-01-19 22:00:00,47.66,6,1,22,1
455,2010-01-19 23:00:00,43.79,6,1,23,1
456,2010-01-20 00:00:00,38.57,6,2,0,1
457,2010-01-20 01:00:00,37.33,6,2,1,1
458,2010-01-20 02:00:00,31.64,6,2,2,1
459,2010-01-20 03:00:00,29.31,6,2,3,1
460,2010-01-20 04:00:00,28.91,6,2,4,1
461,2010-01-20 05:00:00,32.96,6,2,5,1
462,2010-01-20 06:00:00,43.08,6,2,6,1
463,2010-01-20 07:00:00,58.0,6,2,7,1
464,2010-01-20 08:00:00,56.44,6,2,8,1
465,2010-01-20 09:00:00,56.87,6,2,9,1
466,2010-01-20 10:00:00,58.62,6,2,10,1
467,2010-01-20 11:00:00,53.09,6,2,11,1
468,2010-01-20 12:00:00,51.0,6,2,12,1
469,2010-01-20 13:00:00,52.46,6,2,13,1
470,2010-01-20 14:00:00,54.68,6,2,14,1
471,2010-01-20 15:00:00,49.78,6,2,15,1
472,2010-01-20 16:00:00,49.99,6,2,16,1
473,2010-01-20 17:00:00,54.93,6,2,17,1
474,2010-01-20 18:00:00,63.84,6,2,18,1
475,2010-01-20 19:00:00,47.1,6,2,19,1
476,2010-01-20 20:00:00,46.83,6,2,20,1
477,2010-01-20 21:00:00,43.0,6,2,21,1
478,2010-01-20 22:00:00,44.99,6,2,22,1
479,2010-01-20 23:00:00,41.02,6,2,23,1
480,2010-01-21 00:00:00,37.51,6,3,0,1
481,2010-01-21 01:00:00,36.12,6,3,1,1
482,2010-01-21 02:00:00,33.05,6,3,2,1
483,2010-01-21 03:00:00,28.81,6,3,3,1
484,2010-01-21 04:00:00,27.54,6,3,4,1
485,2010-01-21 05:00:00,34.0,6,3,5,1
486,2010-01-21 06:00:00,41.3,6,3,6,1
487,2010-01-21 07:00:00,53.18,6,3,7,1
488,2010-01-21 08:00:00,55.27,6,3,8,0
489,2010-01-21 09:00:00,52.5,6,3,9,0
490,2010-01-21 10:00:00,53.0,6,3,10,0
491,2010-01-21 11:00:00,53.5,6,3,11,0
492,2010-01-21 12:00:00,50.5,6,3,12,0
493,2010-01-21 13:00:00,52.29,6,3,13,0
494,2010-01-21 14:00:00,50.22,6,3,14,0
495,2010-01-21 15:00:00,48.09,6,3,15,0
496,2010-01-21 16:00:00,49.94,6,3,16,0
497,2010-01-21 17:00:00,56.27,6,3,17,0
498,2010-01-21 18:00:00,63.16,6,3,18,1
499,2010-01-21 19:00:00,47.58,6,3,19,1
500,2010-01-21 20:00:00,44.93,6,3,20,1
501,2010-01-21 21:00:00,42.0,6,3,21,1
502,2010-01-21 22:00:00,45.0,6,3,22,1
503,2010-01-21 23:00:00,40.47,6,3,23,1
504,2010-01-22 00:00:00,37.75,6,4,0,1
505,2010-01-22 01:00:00,37.1,6,4,1,1
506,2010-01-22 02:00:00,32.48,6,4,2,1
507,2010-01-22 03:00:00,30.3,6,4,3,1
508,2010-01-22 04:00:00,29.34,6,4,4,1
509,2010-01-22 05:00:00,31.34,6,4,5,1
510,2010-01-22 06:00:00,40.86,6,4,6,1
511,2010-01-22 07:00:00,54.14,6,4,7,1
512,2010-01-22 08:00:00,55.0,6,4,8,1
513,2010-01-22 09:00:00,56.7,6,4,9,1
514,2010-01-22 10:00:00,54.56,6,4,10,1
515,2010-01-22 11:00:00,55.39,6,4,11,1
516,2010-01-22 12:00:00,52.92,6,4,12,1
